macula_lemma	abbott_lemma	abbott_xml_id	strongs	matched
κλῆμα				False
κλῆρος				False
κλῆσις				False
κνήθομαι				False
κοίμησις				False
κοίτη				False
κοδράντης				False
κοιλία				False
κοιμάομαι				False
κοινωνέω				False
κοινωνία				False
κοινωνικός				False
κοινωνός				False
κοινός				False
κοινόω				False
κοιτών				False
κολάζω				False
κολακεία				False
κολαφίζω				False
κολλάομαι				False
κολλούριον				False
κολλυβιστής				False
κολοβόω				False
κολυμβάω				False
κολυμβήθρα				False
κολωνία				False
κομάω				False
κομίζω				False
κομψότερον				False
κονιάω				False
κονιορτός				False
κοπάζω				False
κοπή				False
κοπετός				False
κοπιάω				False
κοπρία				False
κοράσιον				False
κορέννυμι				False
κορβανᾶς				False
κοσμέω				False
κοσμικός				False
κοσμοκράτωρ				False
κουμ				False
κουστωδία				False
κουφίζω				False
κράβαττος				False
κράζω				False
κράσπεδον				False
κράτιστος				False
κράτος				False
κρέας				False
κρίθινος				False
κρίμα				False
κρίνον				False
κρίνω				False
κρίσις				False
κραιπάλη				False
κρανίον				False
κρατέω				False
κραταιόομαι				False
κραταιός				False
κραυγάζω				False
κραυγή				False
κρείττων				False
κρεμάννυμι				False
κρημνός				False
κριθή				False
κριτήριον				False
κριτής				False
κριτικός				False
κρούω				False
κρυπτός				False
κρυσταλλίζω				False
κρυφαῖος				False
κρυφῇ				False
κρύπτη				False
κρύπτω				False
κρύσταλλος				False
κτάομαι				False
κτήτωρ				False
κτίζω				False
κτίσις				False
κτίσμα				False
κτίστης				False
κτῆμα				False
κτῆνος				False
κυβέρνησις				False
κυβεία				False
κυβερνήτης				False
κυκλεύω				False
κυκλόθεν				False
κυκλόω				False
κυλίομαι				False
κυλισμός				False
κυλλός				False
κυνάριον				False
κυρία				False
κυριακός				False
κυριεύω				False
κυριότης				False
κυρόω				False
κωλύω				False
κωμόπολις				False
κωφός				False
κόκκινος				False
κόκκος				False
κόλασις				False
κόλπος				False
κόμη				False
κόπος				False
κόπριον				False
κόπτω				False
κόραξ				False
κόρος				False
κόσμιος				False
κόσμος				False
κόφινος				False
κύκλῳ				False
κύμβαλον				False
κύμινον				False
κύπτω				False
κύριος				False
κύων				False
κώμη				False
κώνωψ				False
κἀγώ				False
κἀκεῖ				False
κἀκεῖθεν				False
κἀκεῖνος				False
κἄν				False
κῆνσος				False
κῆπος				False
κῆρυξ				False
κῆτος				False
κῦμα				False
κῶλον				False
κῶμος				False
λάθρᾳ				False
λάμπω				False
λάρυγξ				False
λάχανον				False
λέγω				False
λέντιον				False
λέπρα				False
λέων				False
λήθη				False
λίαν				False
λίβανος				False
λίθινος				False
λίθος				False
λίμνη				False
λίνον				False
λίτρα				False
λίψ				False
λαγχάνω				False
λακάω				False
λακτίζω				False
λαλέω				False
λαλιά				False
λαμβάνω				False
λαμπάς				False
λαμπρός				False
λαμπρότης				False
λαμπρῶς				False
λανθάνω				False
λαξευτός				False
λατομέω				False
λατρεία				False
λατρεύω				False
λαός				False
λαῖλαψ				False
λείπω				False
λεγιών				False
λειτουργέω				False
λειτουργία				False
λειτουργικός				False
λειτουργός				False
λεμά				False
λεπίς				False
λεπρός				False
λεπτόν				False
λευκαίνω				False
λευκός				False
λεῖμμα				False
λεῖος				False
ληνός				False
λιβανωτός				False
λιθάζω				False
λιθοβολέω				False
λιθόστρωτος				False
λικμάω				False
λιμός				False
λιπαρός				False
λοίδορος				False
λογίζομαι				False
λογεία				False
λογικός				False
λογισμός				False
λογομαχέω				False
λογομαχία				False
λοιδορέω				False
λοιδορία				False
λοιμός				False
λοιπός				False
λουτρόν				False
λούω				False
λυμαίνομαι				False
λυπέω				False
λυσιτελεῖ				False
λυτρωτής				False
λυτρόομαι				False
λυχνία				False
λόγιον				False
λόγιος				False
λόγος				False
λόγχη				False
λύκος				False
λύπη				False
λύσις				False
λύτρον				False
λύτρωσις				False
λύχνος				False
λύω				False
λῃστής				False
λῆμψις				False
λῆρος				False
μάγος				False
μάκελλον				False
μάλιστα				False
μάμμη				False
μάννα				False
μάρμαρος				False
μάρτυς				False
μάστιξ				False
μάταιος				False
μάτην				False
μάχαιρα				False
μάχη				False
μάχομαι				False
μέγας				False
μέγεθος				False
μέγιστος				False
μέθη				False
μέθυσος				False
μέλαν				False
μέλας				False
μέλει				False
μέλι				False
μέλλω				False
μέλος				False
μέμφομαι				False
μέν				False
μέντοι				False
μένω				False
μέριμνα				False
μέρος				False
μέσος				False
μέτοχος				False
μέτρον				False
μέτωπον				False
μέχρι(ς)				False
μή				False
μήγε				False
μήν				False
μήποτε				False
μήπω				False
μήτε				False
μήτηρ				False
μήτι				False
μήτιγε				False
μήτρα				False
μίασμα				False
μίγμα				False
μίγνυμι				False
μίλιον				False
μίσθιος				False
μίσθωμα				False
μαίνομαι				False
μαγεία				False
μαγεύω				False
μαθήτρια				False
μαθητής				False
μαθητεύω				False
μακάριος				False
μακαρίζω				False
μακαρισμός				False
μακράν				False
μακροθυμέω				False
μακροθυμία				False
μακροθύμως				False
μακροχρόνιος				False
μακρόθεν				False
μακρός				False
μαλακία				False
μαλακός				False
μαμωνᾶς				False
μανία				False
μανθάνω				False
μαντεύομαι				False
μαράνα				False
μαραίνομαι				False
μαργαρίτης				False
μαρτυρέω				False
μαρτυρία				False
μαρτύριον				False
μαρτύρομαι				False
μασάομαι				False
μαστίζω				False
μαστιγόω				False
μαστός				False
ματαιολογία				False
ματαιολόγος				False
ματαιόομαι				False
ματαιότης				False
μείζων				False
μεγάλως				False
μεγαλειότης				False
μεγαλεῖος				False
μεγαλοπρεπής				False
μεγαλωσύνη				False
μεγαλύνω				False
μεγιστάν				False
μεθίστημι				False
μεθερμηνεύω				False
μεθοδεία				False
μεθύσκομαι				False
μεθύω				False
μειζότερος				False
μελετάω				False
μεμβράνα				False
μεμψίμοιρος				False
μενοῦν				False
μενοῦνγε				False
μερίζω				False
μερίς				False
μεριμνάω				False
μερισμός				False
μεριστής				False
μεσίτης				False
μεσημβρία				False
μεσιτεύω				False
μεσονύκτιον				False
μεσουράνημα				False
μεστός				False
μεστόω				False
μεσότοιχον				False
μεσόω				False
μετά				False
μετάγω				False
μετάθεσις				False
μετάλημψις				False
μετάνοια				False
μετέπειτα				False
μετέχω				False
μεταίρω				False
μεταβάλλομαι				False
μεταβαίνω				False
μεταδίδωμι				False
μετακαλέομαι				False
μετακινέω				False
μεταλαμβάνω				False
μεταλλάσσω				False
μεταμέλομαι				False
μεταμορφόομαι				False
μετανοέω				False
μεταξύ				False
μεταπέμπομαι				False
μεταστρέφω				False
μετασχηματίζω				False
μετατίθημι				False
μετατρέπω				False
μετεωρίζομαι				False
μετοικίζω				False
μετοικεσία				False
μετοχή				False
μετρέω				False
μετρίως				False
μετρητής				False
μετριοπαθέω				False
μηδέ				False
μηδέποτε				False
μηδέπω				False
μηδαμῶς				False
μηδείς				False
μηκέτι				False
μηκύνομαι				False
μηλωτή				False
μηνύω				False
μηρός				False
μητρολῴας				False
μιαίνω				False
μιασμός				False
μικρός				False
μιμέομαι				False
μιμητής				False
μιμνῄσκομαι				False
μισέω				False
μισθαποδοσία				False
μισθαποδότης				False
μισθωτός				False
μισθόομαι				False
μισθός				False
μνήμη				False
μνεία				False
μνημεῖον				False
μνημονεύω				False
μνημόσυνον				False
μνηστεύομαι				False
μνᾶ				False
μνῆμα				False
μογιλάλος				False
μοιχάομαι				False
μοιχαλίς				False
μοιχεία				False
μοιχεύω				False
μοιχός				False
μολυσμός				False
μολύνω				False
μομφή				False
μονή				False
μονογενής				False
μονόομαι				False
μονόφθαλμος				False
μορφή				False
μορφόω				False
μοσχοποιέω				False
μουσικός				False
μυέομαι				False
μυελός				False
μυκάομαι				False
μυκτηρίζω				False
μυλικός				False
μυρίζω				False
μυριάς				False
μυστήριον				False
μυωπάζω				False
μωμάομαι				False
μωρία				False
μωραίνω				False
μωρολογία				False
μωρός				False
μόγις				False
μόδιος				False
μόλις				False
μόνον				False
μόνος				False
μόρφωσις				False
μόσχος				False
μόχθος				False
μύλινος				False
μύλος				False
μύριοι				False
μύρον				False
μώλωψ				False
μᾶλλον				False
μῆκος				False
μῦθος				False
μῶμος				False
νάρδος				False
νέκρωσις				False
νέος				False
νέφος				False
νή				False
νήθω				False
νήπιος				False
νήφω				False
νίκη				False
νίπτω				False
ναί				False
ναυαγέω				False
ναός				False
ναύκληρος				False
ναύτης				False
ναῦς				False
νεανίας				False
νεανίσκος				False
νεκρός				False
νεκρόω				False
νεφέλη				False
νεφρός				False
νεωκόρος				False
νεωτερικός				False
νεότης				False
νεόφυτος				False
νεύω				False
νηπιάζω				False
νησίον				False
νηστεία				False
νηστεύω				False
νηφάλιος				False
νικάω				False
νιπτήρ				False
νοέω				False
νομή				False
νομίζω				False
νομίμως				False
νομικός				False
νομοδιδάσκαλος				False
νομοθέτης				False
νομοθεσία				False
νομοθετέομαι				False
νοσέω				False
νοσσίον				False
νοσσιά				False
νοσσός				False
νοσφίζομαι				False
νουθεσία				False
νουθετέω				False
νουμηνία				False
νουνεχῶς				False
νοῦς				False
νυμφίος				False
νυμφών				False
νυνί				False
νυστάζω				False
νυχθήμερον				False
νωθρός				False
νόημα				False
νόθος				False
νόμισμα				False
νόμος				False
νόσος				False
νότος				False
νύμφη				False
νύξ				False
νύσσω				False
νῆσος				False
νῆστις				False
νῖκος				False
νῦν				False
νῶτος				False
ξένος				False
ξέστης				False
ξενία				False
ξενίζω				False
ξενοδοχέω				False
ξηραίνω				False
ξηρός				False
ξυράομαι				False
ξύλινος				False
ξύλον				False
οἰκέτης				False
οἰκέω				False
οἰκία				False
οἰκετεία				False
οἰκεῖος				False
οἰκητήριον				False
οἰκιακός				False
οἰκοδεσποτέω				False
οἰκοδεσπότης				False
οἰκοδομέω				False
οἰκοδομή				False
οἰκοδόμος				False
οἰκονομέω				False
οἰκονομία				False
οἰκονόμος				False
οἰκουμένη				False
οἰκουργός				False
οἰκτίρμων				False
οἰκτίρω				False
οἰκτιρμός				False
οἰνοπότης				False
οἰνοφλυγία				False
οἴκημα				False
οἶδα				False
οἶκος				False
οἶμαι				False
οἶνος				False
οἷος				False
οὐ				False
οὐά				False
οὐαί				False
οὐδέ				False
οὐδέποτε				False
οὐδέπω				False
οὐδαμῶς				False
οὐδείς				False
οὐκέτι				False
οὐκοῦν				False
οὐρά				False
οὐράνιος				False
οὐρανόθεν				False
οὐρανός				False
οὐσία				False
οὐχί				False
οὔ				False
οὔπω				False
οὔτε				False
οὕτω(ς)				False
οὖν				False
οὖς				False
οὗ				False
οὗτος				False
πάθημα				False
πάθος				False
πάλαι				False
πάλη				False
πάλιν				False
πάντοθεν				False
πάντοτε				False
πάντως				False
πάντῃ				False
πάρδαλις				False
πάρειμι				False
πάρεσις				False
πάροδος				False
πάροικος				False
πάροινος				False
πάσχα				False
πάσχω				False
πέδη				False
πέλαγος				False
πέμπτος				False
πέμπω				False
πένης				False
πένθος				False
πέντε				False
πέραν				False
πέρας				False
πέριξ				False
πέρυσι(ν)				False
πέτομαι				False
πέτρα				False
πήγανον				False
πήγνυμι				False
πήρα				False
πίμπλημι				False
πίμπρημι				False
πίναξ				False
πίνω				False
πίπτω				False
πίστις				False
παίζω				False
παίω				False
παγίς				False
παγιδεύω				False
παθητός				False
παιδάριον				False
παιδίον				False
παιδίσκη				False
παιδαγωγός				False
παιδεία				False
παιδευτής				False
παιδεύω				False
παιδιόθεν				False
παλαιός				False
παλαιότης				False
παλαιόω				False
παλιγγενεσία				False
παμπληθεί				False
πανήγυρις				False
πανδοχεύς				False
πανδοχεῖον				False
πανοικεί				False
πανοπλία				False
πανουργία				False
πανοῦργος				False
πανταχοῦ				False
πανταχῇ				False
παντελής				False
παντοκράτωρ				False
παρά				False
παράβασις				False
παράγω				False
παράδεισος				False
παράδοξος				False
παράδοσις				False
παράκειμαι				False
παράκλησις				False
παράκλητος				False
παράλιος				False
παράπτωμα				False
παράσημος				False
παρέρχομαι				False
παρέχω				False
παρίημι				False
παρίστημι				False
παραβάλλω				False
παραβάτης				False
παραβαίνω				False
παραβιάζομαι				False
παραβολή				False
παραβολεύομαι				False
παραγίνομαι				False
παραγγέλλω				False
παραγγελία				False
παραδέχομαι				False
παραδίδωμι				False
παραδειγματίζω				False
παραζηλόω				False
παραθήκη				False
παραθαλάσσιος				False
παραθεωρέω				False
παραινέω				False
παραιτέομαι				False
παρακαθέζομαι				False
παρακαλέω				False
παρακαλύπτομαι				False
παρακοή				False
παρακολουθέω				False
παρακούω				False
παρακύπτω				False
παραλέγομαι				False
παραλαμβάνω				False
παραλλαγή				False
παραλογίζομαι				False
παραλυτικός				False
παραλύομαι				False
παραμένω				False
παραμυθέομαι				False
παραμυθία				False
παραμύθιον				False
παρανομέω				False
παρανομία				False
παραπίπτω				False
παραπικραίνω				False
παραπικρασμός				False
παραπλέω				False
παραπλήσιον				False
παραπλησίως				False
παραπορεύομαι				False
παραρρέω				False
παρασκευάζω				False
παρασκευή				False
παρατήρησις				False
παρατίθημι				False
παρατείνω				False
παρατηρέω				False
παρατυγχάνω				False
παραυτίκα				False
παραφέρω				False
παραφρονέω				False
παραφρονία				False
παραχειμάζω				False
παραχειμασία				False
παραχρῆμα				False
παρείσακτος				False
παρεδρεύω				False
παρεισάγω				False
παρεισέρχομαι				False
παρεισδύω				False
παρεισφέρω				False
παρεκτός				False
παρεμβάλλω				False
παρεμβολή				False
παρενοχλέω				False
παρεπίδημος				False
παρηγορία				False
παρθένος				False
παρθενία				False
παροίχομαι				False
παροικέω				False
παροικία				False
παροιμία				False
παρομοιάζω				False
παροξυσμός				False
παροξύνομαι				False
παροργίζω				False
παροργισμός				False
παροτρύνω				False
παρουσία				False
παροψίς				False
παρρησία				False
παρρησιάζομαι				False
παρόμοιος				False
πατάσσω				False
πατέω				False
πατήρ				False
πατρίς				False
πατριά				False
πατριάρχης				False
πατρικός				False
πατρολῴας				False
πατροπαράδοτος				False
πατρῷος				False
παχύνομαι				False
παύω				False
παῖς				False
πείθω				False
πεδινός				False
πεζεύω				False
πεζῇ				False
πειθαρχέω				False
πειθός				False
πεινάω				False
πειράζω				False
πειράω				False
πειρασμός				False
πεισμονή				False
πελεκίζω				False
πενθέω				False
πενθερά				False
πενθερός				False
πενιχρός				False
πεντάκις				False
πεντήκοντα				False
πεντακισχίλιοι				False
πεντακόσιοι				False
πεντεκαιδέκατος				False
πεντηκοστή				False
πεποίθησις				False
περί				False
περίεργος				False
περίθεσις				False
περίκειμαι				False
περίλυπος				False
περίοικος				False
περίσσευμα				False
περίχωρος				False
περίψημα				False
περαιτέρω				False
περιΐστημι				False
περιάγω				False
περιάπτω				False
περιέρχομαι				False
περιέχω				False
περιαιρέω				False
περιαστράπτω				False
περιβάλλω				False
περιβλέπομαι				False
περιβόλαιον				False
περιδέω				False
περιεργάζομαι				False
περιζώννυμι				False
περικάθαρμα				False
περικαλύπτω				False
περικεφαλαία				False
περικρατής				False
περικρύβω				False
περικυκλόω				False
περιλάμπω				False
περιλείπομαι				False
περιμένω				False
περιοικέω				False
περιοχή				False
περιούσιος				False
περιπίπτω				False
περιπατέω				False
περιπείρω				False
περιποίησις				False
περιποιέομαι				False
περιρήγνυμι				False
περισπάομαι				False
περισσεία				False
περισσεύω				False
περισσοτέρως				False
περισσός				False
περισσότερον				False
περισσότερος				False
περισσῶς				False
περιστερά				False
περιτέμνω				False
περιτίθημι				False
περιτομή				False
περιτρέπω				False
περιτρέχω				False
περιφέρω				False
περιφρονέω				False
περπερεύομαι				False
πετεινόν				False
πετρῶδες				False
πεῖρα				False
πηγή				False
πηδάλιον				False
πηλίκος				False
πηλός				False
πιάζω				False
πιέζω				False
πιθανολογία				False
πικρία				False
πικραίνω				False
πικρός				False
πικρῶς				False
πινακίδιον				False
πιπράσκω				False
πιστεύω				False
πιστικός				False
πιστόομαι				False
πιστός				False
πιότης				False
πλάνη				False
πλάνος				False
πλάξ				False
πλάσμα				False
πλάσσω				False
πλάτος				False
πλέγμα				False
πλέκω				False
πλέω				False
πλήκτης				False
πλήμμυρα				False
πλήν				False
πλήρης				False
πλήρωμα				False
πλήσσω				False
πλανάω				False
πλανήτης				False
πλαστός				False
πλατεῖα				False
πλατύνω				False
πλατύς				False
πλεονάζω				False
πλεονέκτης				False
πλεονεκτέω				False
πλεονεξία				False
πλευρά				False
πληγή				False
πληθύνω				False
πληροφορέω				False
πληροφορία				False
πληρόω				False
πλησίον				False
πλησμονή				False
πλοιάριον				False
πλουσίως				False
πλουτέω				False
πλουτίζω				False
πλούσιος				False
πλοῖον				False
πλοῦς				False
πλοῦτος				False
πλύνω				False
πλῆθος				False
πνέω				False
πνίγω				False
πνευματικός				False
πνευματικῶς				False
πνεῦμα				False
πνικτός				False
πνοή				False
ποίημα				False
ποίησις				False
ποίμνη				False
ποίμνιον				False
ποδήρης				False
ποιέω				False
ποιητής				False
ποικίλος				False
ποιμήν				False
ποιμαίνω				False
πολίτευμα				False
πολίτης				False
πολεμέω				False
πολιτάρχης				False
πολιτεία				False
πολιτεύομαι				False
πολλάκις				False
πολλαπλασίων				False
πολυλογία				False
πολυμερῶς				False
πολυποίκιλος				False
πολυτελής				False
πολυτρόπως				False
πολύς				False
πολύσπλαγχνος				False
πολύτιμος				False
πονηρία				False
πονηρός				False
πορεία				False
πορεύομαι				False
πορθέω				False
πορισμός				False
πορνεία				False
πορνεύω				False
πορρώτερον				False
πορφυροῦς				False
πορφυρόπωλις				False
πορφύρα				False
ποσάκις				False
ποτέ				False
ποτήριον				False
ποτίζω				False
ποταμοφόρητος				False
ποταμός				False
ποταπός				False
πού				False
πούς				False
ποῖος				False
ποῦ				False
πράκτωρ				False
πράσσω				False
πρέπω				False
πρίζω				False
πρίν				False
πραΰς				False
πραΰτης				False
πραγματεία				False
πραγματεύομαι				False
πραιτώριον				False
πρασιά				False
πραϋπάθια				False
πρεσβεία				False
πρεσβεύω				False
πρεσβυτέριον				False
πρεσβύτερος				False
πρεσβύτης				False
πρεσβῦτις				False
πρηνής				False
προΐστημι				False
προάγω				False
προέρχομαι				False
προέχομαι				False
προαιρέομαι				False
προαιτιάομαι				False
προακούω				False
προαμαρτάνω				False
προαύλιον				False
προβάλλω				False
προβαίνω				False
προβατικός				False
προβιβάζω				False
προβλέπομαι				False
προγίνομαι				False
προγινώσκω				False
προγράφω				False
προδίδωμι				False
προδότης				False
προελπίζω				False
προενάρχομαι				False
προεπαγγέλλομαι				False
προετοιμάζω				False
προευαγγελίζομαι				False
προηγέομαι				False
προθεσμία				False
προθυμία				False
προθύμως				False
προκαλέομαι				False
προκαταγγέλλω				False
προκαταρτίζω				False
προκηρύσσω				False
προκοπή				False
προκυρόω				False
προκόπτω				False
προλέγω				False
προλαμβάνω				False
προμαρτύρομαι				False
προμελετάω				False
προμεριμνάω				False
προνοέω				False
προοράω				False
προορίζω				False
προπάσχω				False
προπάτωρ				False
προπέμπω				False
προπετής				False
προπορεύομαι				False
προσάββατον				False
προσάγω				False
προσέρχομαι				False
προσέχω				False
προσήλυτος				False
προσαίτης				False
προσαγορεύω				False
προσαγωγή				False
προσαιτέω				False
προσαναβαίνω				False
προσαναλίσκω				False
προσαναπληρόω				False
προσανατίθημι				False
προσαπειλέομαι				False
προσδέομαι				False
προσδέχομαι				False
προσδαπανάω				False
προσδοκάω				False
προσδοκία				False
προσεάω				False
προσεργάζομαι				False
προσευχή				False
προσεύχομαι				False
προσηλόω				False
προσκαλέομαι				False
προσκαρτέρησις				False
προσκαρτερέω				False
προσκεφάλαιον				False
προσκλίνομαι				False
προσκληρόομαι				False
προσκολλάομαι				False
προσκοπή				False
προσκυλίω				False
προσκυνέω				False
προσκυνητής				False
προσκόπτω				False
προσλαλέω				False
προσλαμβάνομαι				False
προσμένω				False
προσορμίζομαι				False
προσοφείλω				False
προσοχθίζω				False
προσπήγνυμι				False
προσπίπτω				False
προσποιέομαι				False
προσποιέω				False
προσπορεύομαι				False
προσρήγνυμι				False
προστάσσω				False
προστάτις				False
προστίθημι				False
προστρέχω				False
προσφάγιον				False
προσφάτως				False
προσφέρω				False
προσφιλής				False
προσφορά				False
προσφωνέω				False
προσψαύω				False
προσωπολήμπτης				False
προσωπολημπτέω				False
προσωπολημψία				False
προτίθεμαι				False
προτείνω				False
προτρέπομαι				False
προτρέχω				False
προφέρω				False
προφήτης				False
προφητεία				False
προφητεύω				False
προφητικός				False
προφθάνω				False
προφῆτις				False
προχειρίζομαι				False
προχειροτονέω				False
προϋπάρχω				False
πρωΐ				False
πρωΐα				False
πρωτεύω				False
πρωτοκαθεδρία				False
πρωτοκλισία				False
πρωτοστάτης				False
πρωτοτόκια				False
πρωτότοκος				False
πρωϊνός				False
πρό				False
πρόβατον				False
πρόγνωσις				False
πρόγονος				False
πρόδηλος				False
πρόδρομος				False
πρόθεσις				False
πρόθυμος				False
πρόκειμαι				False
πρόκριμα				False
πρόνοια				False
πρός				False
πρόσκαιρος				False
πρόσκλισις				False
πρόσκομμα				False
πρόσλημψις				False
πρόσπεινος				False
πρόσφατος				False
πρόσχυσις				False
πρόσωπον				False
πρότερος				False
πρόφασις				False
πρόϊμος				False
πρύμνα				False
πρώτως				False
πρᾶγμα				False
πρᾶξις				False
πρῶτον				False
πρῶτος				False
πρῷρα				False
πτέρνα				False
πτέρυξ				False
πταίω				False
πτερύγιον				False
πτηνόν				False
πτοέομαι				False
πτωχεία				False
πτωχεύω				False
πτωχός				False
πτόησις				False
πτύον				False
πτύρομαι				False
πτύσμα				False
πτύσσω				False
πτύω				False
πτῶμα				False
πτῶσις				False
πυγμή				False
πυκνά				False
πυκνός				False
πυκτεύω				False
πυλών				False
πυνθάνομαι				False
πυρά				False
πυρέσσω				False
πυρετός				False
πυρράζω				False
πυρρός				False
πυρόομαι				False
πωλέω				False
πωρόω				False
πόθεν				False
πόλεμος				False
πόμα				False
πόνος				False
πόρνη				False
πόρνος				False
πόρρω				False
πόρρωθεν				False
πόσις				False
πόσος				False
πότε				False
πότερον				False
πότος				False
πύθων				False
πύλη				False
πύργος				False
πύρινος				False
πύρωσις				False
πώποτε				False
πώρωσις				False
πώς				False
πᾶς				False
πῆχυς				False
πῦρ				False
πῶλος				False
πῶς				False
ραββουνι				False
σάββατον				False
σάκκος				False
σάλος				False
σάλπιγξ				False
σάπφιρος				False
σάρδιον				False
σάρκινος				False
σάρξ				False
σάτον				False
σέβασμα				False
σέβομαι				False
σήμερον				False
σήπω				False
σής				False
σίδηρος				False
σίκερα				False
σίναπι				False
σαίνομαι				False
σαβαχθάνι				False
σαββατισμός				False
σαγήνη				False
σαλεύω				False
σαλπίζω				False
σαλπιστής				False
σανίς				False
σανδάλιον				False
σαπρός				False
σαργάνη				False
σαρδόνυξ				False
σαρκικός				False
σαρόω				False
σβέννυμι				False
σείω				False
σεαυτοῦ				False
σεβάζομαι				False
σειρά				False
σεισμός				False
σελήνη				False
σεληνιάζομαι				False
σεμίδαλις				False
σεμνός				False
σεμνότης				False
σημαίνω				False
σημειόομαι				False
σημεῖον				False
σητόβρωτος				False
σθενόω				False
σιαγών				False
σιγάω				False
σιγή				False
σιδηροῦς				False
σικάριος				False
σιμικίνθιον				False
σινδών				False
σινιάζω				False
σιρικός				False
σιτίον				False
σιτευτός				False
σιτιστός				False
σιτομέτριον				False
σιωπάω				False
σκάνδαλον				False
σκάπτω				False
σκάφη				False
σκέλος				False
σκέπασμα				False
σκήνωμα				False
σκανδαλίζω				False
σκευή				False
σκεῦος				False
σκηνή				False
σκηνοπηγία				False
σκηνοποιός				False
σκηνόω				False
σκιά				False
σκιρτάω				False
σκληροκαρδία				False
σκληροτράχηλος				False
σκληρός				False
σκληρότης				False
σκληρύνω				False
σκολιός				False
σκοπέω				False
σκοπός				False
σκορπίζω				False
σκορπίος				False
σκοτία				False
σκοτίζομαι				False
σκοτεινός				False
σκοτόομαι				False
σκυθρωπός				False
σκωληκόβρωτος				False
σκόλοψ				False
σκότος				False
σκύβαλον				False
σκύλλω				False
σκώληξ				False
σκῆνος				False
σκῦλα				False
σμάραγδος				False
σμαράγδινος				False
σμυρνίζω				False
σορός				False
σουδάριον				False
σοφία				False
σοφίζω				False
σοφός				False
σπάομαι				False
σπένδομαι				False
σπέρμα				False
σπήλαιον				False
σπίλος				False
σπαράσσω				False
σπαργανόω				False
σπαταλάω				False
σπείρω				False
σπεκουλάτωρ				False
σπερμολόγος				False
σπεύδω				False
σπεῖρα				False
σπιλάς				False
σπιλόω				False
σπλάγχνον				False
σπλαγχνίζομαι				False
σποδός				False
σπορά				False
σπουδάζω				False
σπουδή				False
σπουδαίως				False
σπουδαῖος				False
σπυρίς				False
σπόγγος				False
σπόριμος				False
σπόρος				False
στάδιον				False
στάδιος				False
στάμνος				False
στάσις				False
στέγη				False
στέγω				False
στέλλομαι				False
στέμμα				False
στήκω				False
στίγμα				False
στίλβω				False
στασιαστής				False
στατήρ				False
σταυρός				False
σταυρόω				False
σταφυλή				False
στενάζω				False
στεναγμός				False
στενοχωρέομαι				False
στενοχωρία				False
στενός				False
στερέωμα				False
στερεός				False
στερεόω				False
στεφανόω				False
στεῖρα				False
στηρίζω				False
στηριγμός				False
στιβάς				False
στιγμή				False
στοιχέω				False
στοιχεῖα				False
στοιχεῖον				False
στολή				False
στράτευμα				False
στρέφω				False
στρατεία				False
στρατεύομαι				False
στρατηγός				False
στρατιά				False
στρατιώτης				False
στρατολογέω				False
στρατόπεδον				False
στρεβλόω				False
στρηνιάω				False
στρουθίον				False
στρώννυμι				False
στρῆνος				False
στυγητός				False
στυγνάζω				False
στόμα				False
στόμαχος				False
στῆθος				False
στῦλος				False
συγγένεια				False
συγγενής				False
συγγενίς				False
συγγνώμη				False
συγκάθημαι				False
συγκάμπτω				False
συγκαθίζω				False
συγκακοπαθέω				False
συγκακουχέομαι				False
συγκαλέω				False
συγκαλύπτω				False
συγκατάθεσις				False
συγκαταβαίνω				False
συγκατατίθεμαι				False
συγκαταψηφίζομαι				False
συγκεράννυμι				False
συγκινέω				False
συγκλείω				False
συγκληρονόμος				False
συγκοινωνέω				False
συγκοινωνός				False
συγκομίζω				False
συγκρίνω				False
συγκυρία				False
συγκύπτω				False
συγχέω				False
συγχαίρω				False
συγχράομαι				False
συζάω				False
συζεύγνυμι				False
συζητέω				False
συζητητής				False
συζωοποιέω				False
συκάμινος				False
συκομορέα				False
συκοφαντέω				False
συκῆ				False
συλάω				False
συλαγωγέω				False
συλλέγω				False
συλλαλέω				False
συλλαμβάνω				False
συλλογίζομαι				False
συλλυπέομαι				False
συμβάλλω				False
συμβαίνω				False
συμβασιλεύω				False
συμβιβάζω				False
συμβουλεύω				False
συμβούλιον				False
συμμέτοχος				False
συμμαθητής				False
συμμαρτυρέω				False
συμμερίζομαι				False
συμμιμητής				False
συμμορφίζομαι				False
συμπάρειμι				False
συμπάσχω				False
συμπέμπω				False
συμπίνω				False
συμπίπτω				False
συμπαθέω				False
συμπαθής				False
συμπαραγίνομαι				False
συμπαρακαλέομαι				False
συμπαραλαμβάνω				False
συμπεριλαμβάνω				False
συμπληρόω				False
συμπνίγω				False
συμπολίτης				False
συμπορεύομαι				False
συμπρεσβύτερος				False
συμπόσιον				False
συμφέρω				False
συμφυλέτης				False
συμφωνέω				False
συμφωνία				False
συμφύομαι				False
συμφώνησις				False
συμψηφίζω				False
συνάγω				False
συνέδριον				False
συνέκδημος				False
συνέπομαι				False
συνέρχομαι				False
συνέχω				False
συνήδομαι				False
συνήθεια				False
συνίημι				False
συνίστημι				False
συναίρω				False
συναγωγή				False
συναγωνίζομαι				False
συναθλέω				False
συναθροίζω				False
συναιχμάλωτος				False
συνακολουθέω				False
συναλίζομαι				False
συναλλάσσω				False
συνανάκειμαι				False
συναναβαίνω				False
συναναμίγνυμι				False
συναναπαύομαι				False
